"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
"sp29" -1.7566821372939 -2.89792601492612 2.12315329165808 10.4089555953606 1.13365933883852 8.89027123025246 -5.56914735367991 -2.41497140420914 0.0371778646275738 0.586924291465843 -0.97877820420559 1.90208976053511 -0.408740528453356 1.74559847413108 1.99898426460651 1.67577098207508 -1.22380185869077 4.43591602333559 3.61554348468684 15.2076210554233 3.71909430849526 5.27507042757744 -0.292842485079041 2.37414545803643 -0.634068789558499 1.18748015017402 1.70737635983425 3.86723470423917 0.432763846288206 11.4349348277465 -3.4242666468628 2.8565758129413 3.0362473767471 5.03679584415302 -1.82462283719214 5.92988655534374 2.70574408157647 3.78168726543237 3.05717367697401 1.3425019953807 6.86962006330888 5.00380463594395 -0.957626676327749 -0.170482942883842 -1.87138234179117 -3.37514274172704 1.22802372683091 -0.409227335336896 -0.0837776309946888 1.38042579992181
"sp70" 0.422329119953991 2.95525596147926 7.39052882276604 5.21935853031434 2.64322302147271 2.26824903656462 -1.51951596673851 -1.84638568038816 4.91622484685616 0.445802960869869 7.21096032278478 -2.21091434900648 -0.790623616671694 6.11475099824843 10.0053977149338 5.06573932245806 -3.29258411172876 1.93752612427454 -4.42742873934671 0.0509539122230262 2.03061864688651 1.46984546638839 1.01606496807107 9.34702914081831 1.69821632975439 6.42122720679209 2.16569090025011 0.854323759330201 1.75893437203623 3.98921564281705 11.8706212988298 -3.05954842197455 5.84146538826626 7.82298239643522 0.100981126891623 1.4997821511077 2.65463038592289 4.33038684588653 4.30687873198979 -1.31992691327194 6.60918707978401 -0.481583222031884 1.10783817041164 -0.995313031161013 -2.01272657119224 -2.77610989477251 -1.03096183773637 0.106198057508835 -0.741973261519464 4.95739583224926
"sp199" 1.53452319293073 0.250916472435324 -1.07728703370965 0.60974759813748 9.20139412683358 3.84334216234786 1.68865896609044 12.2718895738706 7.38326262597405 2.24526732048548 -0.369884488431126 2.27527066971405 0.60610609815896 -1.17870536731974 -0.628208395156813 -1.48354603055844 5.25007300782773 4.22448315695848 -0.987409817647256 -0.658616680008656 -0.245166836350184 -3.50747344606544 9.21473200989755 5.61175324229265 -2.97461480228024 1.41222174228635 -0.609413013975821 4.36439879931497 7.60603489507075 -2.19933791630786 0.455552833116184 1.87276365645227 10.2693629921195 -1.29133388296918 6.01733325740497 -2.08698786432904 -1.96624178555885 -1.61191918629652 1.94688203319045 13.097753246017 2.88586592263631 2.90596167726452 11.5554556333243 1.62997542936231 0.0589173953559852 6.60934335783227 -5.51653386022486 -1.03791622617231 0.783455289887799 2.29788085409821
"sp200" -0.396515894267382 -0.3064117884218 0.619169300732686 1.01909135665581 -0.862504356686457 1.87637586699637 -1.84744578830854 10.284809568457 11.3418579240548 -1.60019967190105 -0.939411584296225 12.0386155053218 -3.42540158781489 -3.15194263748072 -2.77506890622804 -1.17005741508619 0.941974395511846 3.03827481973694 6.07289828390783 3.20747130876078 -3.48531122025084 -1.18848568775068 4.37212571983864 5.42381828814588 -3.12309136816412 3.05203098523812 -1.42959345804052 7.67140744207924 3.82863394053106 -0.434626804733754 1.93013171275012 5.80419499431441 8.26506106122879 -0.225483569552604 1.29805316907289 -0.789467599169719 3.11774353842761 -0.504947686988115 -2.67284208325396 12.3334636277259 8.54592953559705 3.42880111627002 -2.22065276229021 0.121306602045797 0.213360983471812 8.43439682802909 1.0658497457815 1.22131348411629 -1.73973481382396 2.96891592223068
"sp148" -1.227949759592 4.87832229593285 7.44804519994888 1.95059851636114 -0.157592444851564 10.5255128610948 8.88146890516517 -1.91435544691534 -3.21230732058822 -2.74574399910591 10.7827452925672 -2.40976930361857 1.74464922303192 1.03288053383104 7.67030715074519 -0.110890608669544 12.4537679409603 2.97978375467687 0.0601817482958761 8.09420072950576 -0.791251122795461 4.29528650324149 6.28740956913654 2.60052148437517 13.2213698377998 2.74344806048462 3.50763213879461 4.6657427471523 6.22599143878023 3.09447621555053 1.05974124534439 1.94467159646351 5.89257131074914 3.40637256930523 3.39992337059497 4.93589927636061 -3.58610615095284 2.85888322327246 -4.40384647949491 0.515928365660082 5.64110120279307 4.14512078828845 -0.41909244831334 -0.919129338659206 -0.891263912556153 9.0382485482696 2.8390100095328 -6.80091809387561 -1.75310396466622 7.05347604522229
"sp149" 8.6226453734554 -3.86803986680681 2.19089482674971 -3.44700878401227 -1.37220253630076 6.89691578511131 5.18513481092277 0.593574090321481 7.49142087670236 3.70641621361427 -1.62559256378512 -0.884142759777073 0.904904518569403 5.53285057785051 -1.76944578374895 -0.503947907243907 8.3095063026762 7.36907985500573 0.10961837330957 4.31319290407641 1.46711120139528 1.84781564516534 -1.43090720776607 7.4609806633473 0.739438355462881 2.69403605478297 -2.62568477835973 7.08945783110342 -0.0406209302265974 0.157490638236504 3.83501084104101 0.283460429514609 1.86147663749048 1.17628638366678 5.77429843966506 -0.0500778222191932 4.19059992170087 -3.19214283514525 7.83014110548275 -3.63180463609005 8.1737613954417 10.8592103574642 0.861565316428562 3.53696614736919 -2.13772457226766 5.13562158245545 -1.82128042501345 11.9509542418223 -1.08274616528096 1.36022155218462
"sp142" -1.74859322515959 -1.43548593225266 -0.503231734066442 0.302238222038418 -0.415392405911694 0.689843346109524 -2.10127840735011 -0.012959030840472 2.86946212666297 10.245151076073 -1.72789058647789 16.3117031369425 -0.409227342621554 2.04764207416205 1.42060978608104 -0.852685286676623 1.75067103952819 1.79610691021848 4.1034562159601 5.15738237033238 -0.788621305992344 0.868730812007857 1.1927893713578 1.80434707643889 1.70900336163224 9.06633686269761 -0.738235644877476 2.24480788876427 4.0715286541963 0.68973984799246 4.08521057892098 2.49903753835398 -0.925830603105605 -2.54721978268433 6.41865246913412 0.387651763089658 3.75795039092779 1.09865721074988 1.36900843032014 3.94614866400675 1.56245950158961 -0.306465485953496 0.787021129841883 3.78376742128305 -2.79648051619944 1.72980187865446 -1.16781342224126 -2.19481692162165 8.70868773618186 -0.283627632980905
"sp143" -1.7055918584267 3.67662022549895 0.131908173199804 1.54118811048395 -0.517478698794627 -2.67442432198154 6.53015815387435 3.04405650670348 0.576862531121336 -1.24529936193453 9.53077811763488 5.30565383313921 10.7083174204714 4.03310915718306 1.07535223144008 1.93784230484239 2.70586240341773 -2.45928706741594 8.38128936468731 0.832594019113308 1.91806928431615 1.52779678687004 1.5134872978499 1.4343737826745 8.04122283059404 2.19746137477823 1.67219638494467 1.37653950456442 2.0637351680836 -0.368073659962322 1.56178098052478 4.68246568911415 3.2545451750456 4.97463464555327 2.73828597989524 0.451793202728246 3.58228760667191 7.42795739360223 1.1709018835644 3.3781777708664 -4.3836601546624 7.51105266629497 -3.18330564024826 4.50955574512876 4.72471605349625 0.941518437960907 5.99641953404857 8.66294962154927 0.7676131170553 0.437170972866189
"sp103" 2.35793103543012 9.65899833629076 -0.975887011908005 8.32601534777839 -1.51477800199623 -0.45940649037757 9.74689012640435 -0.67524813263397 -2.02085922524373 1.43430805886975 -0.859231395645301 -0.248190184306804 -0.511739707713167 -0.365730276529508 0.244383441357446 1.31502024596849 2.1465162462678 -0.516017389270696 5.85282499163656 10.8557656240418 0.342196991401051 -1.1306302355088 3.27270016048397 -3.17291327400372 3.78547933920177 10.188013205842 4.60857322279811 0.0170089378966497 0.119836797071163 -1.41502747103479 6.53862395458293 1.52585431060697 -1.17457991091078 0.0340815313335282 6.02344007349483 -0.708195893006249 1.07744055772515 3.42926319144216 1.90437005990577 0.154842886526294 -4.73114085010397 0.951342329494012 4.23857614615487 7.92399242403306 1.22496678475895 -3.19516349166709 -3.94593936168645 5.69945157013859 -1.4944512672937 8.77709449196963
"sp104" 10.3055615970661 0.636037099440706 2.48162091618248 6.38280805403987 0.417401939833506 -0.74710903544063 8.75819500326056 6.73995750844111 2.94662237921923 5.14810760476068 8.02326242163223 -0.98820000106007 7.84965158340499 10.088946149949 2.11840851824569 4.54842458684774 12.5869650258319 0.340336915080032 9.85636854414237 0.678972424320898 -0.493728665132528 -1.56548455766822 5.5933296163194 -0.072351515068145 0.780921727045729 -0.0502771662469596 -3.44279374591191 -0.343537457789648 5.50625813944498 5.91763071806547 6.11972471109149 8.26759267214936 8.61118334933643 1.70124981582432 3.35062145528939 2.65417547450669 3.58177902546952 -1.51631791565813 1.2822104072253 1.70150832933747 6.21048704649386 -2.04065656276756 2.27943511527643 0.146842927487137 0.545592885445788 -0.333409776452543 3.65617905825414 -2.23490544141828 0.25622479627214 -1.46927957199989
