"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
"sp29" 3.75361685333612 -2.60253136979763 -2.29735050662863 -2.10120284050079 0.0678635501867249 0.361114914236384 -3.09602127494142 -2.4057145942502 1.69285426048697 1.73081223843151 0.0985173110228606 0.928020048182699 3.02944434320063 -1.27021448298389 4.17689202082202 1.3560612650064 -1.20546032134308 -4.64638860108242 -2.36762234013078 -0.99905448195454 -3.74970928629522 -1.23774139358023 0.731586445785942 0.321397524499709 -0.562873367518065 3.77032882897891 0.377380442410295 -3.82701907010219 4.21388589516632 4.05113657724844 1.52417225098648 -4.07729004506924 1.81566299664173 -2.10215126090539 -5.44700679000106 2.92494332781559 -1.57544495679783 -0.946181891455296 -0.390806141038405 -1.52553432816996 3.26996603561931 -2.53713426916305 3.91336991968514 1.96218853587311 0.568104887411608 2.91015545431689 2.77468519960357 0.138518512819193 -0.83944814192286 -2.54774294463278
"sp70" 2.22547711420698 -2.34424963260153 -4.50131440775111 -1.06563953185783 2.3973902895163 0.928666127238916 -3.58754031450341 -3.31814837251685 -0.474171639715049 3.10107805293945 -0.744893433392079 1.47306136377834 3.50572937128801 -2.83695817876784 1.00175080669535 -0.74620187833056 0.732532316697252 -0.811676380507421 -2.69758320167164 -0.27165984725667 -1.77859341276807 -1.22440570859701 1.02836680582746 1.18440921151194 -0.0774477060202245 1.55759930065341 3.73958803942388 -2.21365761145083 0.842462755918973 3.53994772720699 0.92906152205478 -3.57575261000394 0.582366578007952 -0.74640656424866 -2.32542078343338 2.28324564638533 -0.774648617046359 1.17956692337077 -0.770601213687211 -3.38392192652488 0.823979123610893 -4.3536988168408 0.903611544899727 1.61407106635372 -0.214040684754536 2.83051684432431 1.5695491283558 -1.5560823362964 -1.52672792394511 -3.21937927699331
"sp199" 3.34998086500441 -1.31333664726113 -5.12253737752281 -2.28084278156048 2.43373705125032 -0.757035410335843 -4.05573199045334 -2.62626807851901 1.53771538536726 1.49644372170871 0.202983314053748 1.2754814051975 4.06466788062766 -2.48590060217367 2.15875123173185 1.3170905967097 -0.370563432178623 -0.152507643424304 -3.84646475040922 -2.70684519891099 -3.43823625425301 -1.00462413583916 -0.229000840077971 0.551383144623416 0.341656259011048 3.36613931739814 2.37245410101248 -2.72207527560001 4.12060586827717 3.44906869431688 1.13250698348539 -3.41704320673814 0.422365077518861 -1.33006661853397 -3.12565179218137 1.10354189822413 -1.35383783157586 0.431719337327775 1.4065927465315 -2.56908689332441 1.13544764303357 -4.14260927201807 2.77868661347399 4.28770339135427 -0.4263240702298 1.9265418544534 2.17446382911287 -2.25966801693264 -1.73382765983127 -3.89862679240618
"sp200" 3.44525410890241 -1.29121600006846 -5.22535701485192 -2.45512790049221 2.5383603280424 -0.749759154289673 -4.01205691066442 -2.5548358484138 1.39312447278783 1.53878338729006 0.229555031795455 1.22260055441276 3.98056447795656 -2.52692379523194 2.19202038392289 1.35812623316027 -0.315861451901785 -0.165034620731671 -3.89841071755254 -2.68857787659716 -3.45584688053157 -0.933153629765143 -0.143754979171518 0.55493090547548 0.382922925077935 3.27467111528223 2.38177031106197 -2.81421819973869 4.0021558557138 3.43341262909846 1.16528525490822 -3.36120882638906 0.456242861269555 -1.38326348138956 -3.13346111302122 1.05276763734977 -1.45599048753678 0.378013849142605 1.41786853543752 -2.59447067791141 1.02281523147501 -4.04876667723834 2.88394105613671 4.27064646090992 -0.46213176174909 1.77844864910275 2.07141105573842 -2.29126909468365 -1.76342774244768 -4.02335861528962
"sp148" 3.08851707797482 -4.14464942127432 -4.74344973958468 -3.50391361971452 2.61810422411286 0.699602233228213 -1.08882244185951 -2.70411485680152 -2.2953757441194 1.6438800587852 -0.0117625216594196 6.42933488123605 3.18369367732678 -1.59157790539875 1.50059549401874 0.233566436400595 0.802927810940674 -2.29273290260283 -0.920935169296832 -0.425326457275884 -1.64083988939673 -2.33226762910705 -1.01599634495242 0.986944990057938 -4.29531470496432 3.26371356427294 3.69151187549327 -0.733201041618589 4.84557654925503 0.342392842138662 3.0704295567224 -2.87148471380037 3.57119270146963 -2.5115259187293 -3.47522829756596 0.940657274617629 -4.59117541472119 -0.0417824017596731 -0.780393928209479 0.447764364277163 -0.435971333668773 -4.24187498383912 1.7619031527055 1.94425564287385 -5.16161402472948 0.605070725790932 0.287653154937242 0.266775554692768 -0.0700743068538971 -5.15333874322501
"sp149" 2.99288223618644 -5.22913482836706 -5.04397897047435 -3.36141794101838 1.98613393480913 1.3725311674085 -1.51797942998553 -2.71012165982809 -2.19216531399257 1.60554820714411 -1.05478683239256 5.98647884926934 3.34123034786456 -1.16446267840173 0.758895370703703 -0.711432253510919 0.977398046873294 -2.09521156046978 -0.778103968551137 -0.317483729571507 -3.09942219069188 -2.63698897700161 -0.389376008893837 0.75575140763013 -3.25379773897359 2.65668302913053 3.45400258351841 -0.671639688582535 4.89578469847447 1.49521621337763 2.24501950216474 -3.16130030299409 3.40640470787906 -2.19581915228589 -2.61751963521196 1.82449592585824 -4.04639134959506 1.05098608693271 -1.94241770206934 0.0368293107995466 -0.352345088667006 -5.41134156380088 0.865800705971651 0.285692934434422 -4.56850862294934 0.543401699608526 0.202649455320964 1.3469594496304 0.106791099901078 -4.90230823896096
"sp142" 2.87402360942901 -0.389699159597831 -5.8122438693955 -0.814229024091759 2.14065950583049 3.39742719459017 -1.91948937747962 -2.43975922245607 -1.74161844462621 1.67705654318831 0.247095698102567 5.96400734963576 -0.420757768496953 -3.26736535742371 1.62650556867991 -1.94045525896457 -0.182625437833028 1.00797409407594 -3.64582503277506 0.21993479067884 -0.981929789730605 -3.79352022635645 -1.82649952583703 -0.346057242218996 -3.97385974341972 -0.844761800739576 3.03689344053565 -3.44503372954553 4.67166544335425 4.05261017147591 1.17674713330116 -5.51143499624086 2.7353249695772 -2.77727241807123 -2.75951055043699 1.21683772597928 -1.88796765551635 -0.748612687432602 -1.75507325307309 1.38839409671943 -0.459216001266226 -2.46202997095349 1.59668597079932 4.15644538319463 -0.302127469345836 1.34410175026376 -1.58421548767625 -0.476373266497519 -1.28809753905972 -2.56845724240208
"sp143" 3.90640997451214 -0.251491423470341 -5.8013549852113 0.162932545633491 1.87808442825157 2.57860656224158 -2.21392934059696 -1.80203356550419 -1.73024632359713 2.8694355345343 0.112814030094351 5.55000551361627 0.46055303044524 -3.87798214288014 1.31618088188828 -2.22981929652118 0.136349807456331 -0.726198003543445 -2.67260420445051 0.296892654417726 -1.55912750024373 -3.80567747661662 -2.09289054061108 -0.0646216768706887 -3.75183041415123 0.0955091282943072 4.23791926896753 -2.81656547989405 5.00063952927938 4.15888294830008 1.6363743052228 -4.36336199120633 3.32846763127493 -2.27184115143612 -1.62029571190515 1.48678824880554 -1.88277733052715 -0.900313680667631 -1.30932205526073 1.37941781800248 -0.931158411486265 -2.86016378691165 2.51684559477121 3.42035159742729 -0.560427368669227 2.38875554243388 -1.29636479510377 -0.649068736844473 0.495369113741275 -2.84226000594593
"sp103" 3.38898738484162 -6.48549318242194 -6.23573259859706 -2.74285724837186 -0.296974956916246 1.80254192923028 0.411134062758261 -4.36826578114028 0.2330073657892 1.70879708117824 -3.5009678709746 3.50866407268806 3.0410348755665 0.521842906885186 4.1614704692666 -1.49602885055691 -0.465167083702955 -3.15444801008241 -2.20400742712306 1.34316331532209 -3.0208674550787 -1.19565084050642 -1.28128153246141 -1.60625051986075 -0.549666424086443 -0.874872616417685 2.60857291840982 -1.68547730447258 3.72402848031915 6.11448478123657 1.40795830904856 -6.9876490949009 1.68879926576597 -0.854875349814101 -3.48291659665644 2.23300084867424 -2.33081532792466 3.26176985352841 -1.69122708965715 -0.85208535555439 2.52273355787187 -1.6037528391886 0.912065280218986 4.24874433793066 -5.12091245133662 3.33871567291302 -1.94179165022691 1.90299208806986 -0.0994599982692945 -3.02140258996587
"sp104" 2.6505920525109 -7.37507869079205 -5.80190616240063 -2.67082859896532 -0.45525357929541 2.52431766544904 -1.29028854833891 -4.72257965827062 -0.176266115926063 2.8905051226367 -3.62269766544393 3.5981309298659 1.01493694562665 -0.353947309733104 2.93277907819385 -2.49081810084839 0.255799081589933 -0.728176650958998 -3.60011167613781 1.1229107986193 -3.82547053898455 -1.81343583546758 -0.851410603812735 -0.81348674022409 -0.72791875430533 -0.929821734396194 3.04301689227681 -2.30304399871562 5.87246379876607 5.05238695803898 1.67828400388875 -5.22024776313191 -0.209671335148049 -2.13333211814015 -2.57962697569789 3.96936875770548 -1.2843664636172 2.11726551675933 -2.40697230875521 -2.92428796241854 2.3861777730353 -0.439599029173053 -0.441500035821399 4.81966313615009 -4.8089327479614 3.17880976893293 -0.882632526212274 -0.0723969590094127 -1.79716823393437 -1.32896716856423
